% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.810000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.616251011e+07 +1.616249201e+07 +1.616249201e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +9.569643344e+06 +9.569625244e+06 +9.569625244e+06 -2.0822e+00 +3.4311e+00 +2.7055e+00
11 0 +5.365124569e+06 +5.365106469e+06 +5.365106469e+06 +3.1469e+00 +1.3539e+00 +5.7758e-01
13 0 +2.139056827e+06 +2.139038727e+06 +2.139038727e+06 -1.8970e+00 +1.6443e+00 +3.5574e+00
21 0 +1.634715685e+06 +1.634697585e+06 +1.634697585e+06 +2.4027e+00 +1.4500e+00 +1.0271e+00
24 0 +9.277031410e+05 +9.276850410e+05 +9.276850410e+05 +3.9145e-01 +1.5290e+00 +1.5865e+00
27 0 +5.764346085e+05 +5.764165085e+05 +5.764165085e+05 -1.4938e+00 +1.0624e+00 +3.4102e+00
29 0 +7.980796664e+04 +7.978986664e+04 +7.978986664e+04 -2.6239e-02 +1.2849e+00 +2.3522e+00
46 0 +6.759757344e+04 +6.757947344e+04 +6.757947344e+04 -1.2734e+00 +4.1060e-01 +2.8950e+00
59 0 +5.622266858e+04 +5.620456858e+04 +5.620456858e+04 -8.0150e-01 +6.7119e-01 +3.2165e+00
61 0 +4.150742955e+04 +4.148932955e+04 +4.148932955e+04 -1.7686e+00 +1.2823e-01 +3.1679e+00
62 0 +3.432165919e+04 +3.430355919e+04 +3.430355919e+04 -1.0868e+00 +5.7586e-01 +2.9079e+00
