% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.795400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.242671208e+01 -1.671132879e+02 -1.671132879e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +4.872856635e+00 -1.746671434e+02 -1.746671434e+02 +1.6498e+00 +3.5843e+00 -1.2901e+00
11 0 +3.103341658e+00 -1.764366583e+02 -1.764366583e+02 +4.9421e-01 +3.6539e+00 -3.2755e+00
12 0 +1.316260254e+00 -1.782237397e+02 -1.782237397e+02 +2.5550e-01 +1.8618e+00 -3.8466e+00
15 0 +7.963432134e-01 -1.787436568e+02 -1.787436568e+02 +6.2446e-01 +1.3493e+00 -3.7243e+00
59 0 +7.773586900e-01 -1.787626413e+02 -1.787626413e+02 +8.0339e-01 +1.2848e+00 -3.2787e+00
66 0 +7.603872194e-01 -1.787796128e+02 -1.787796128e+02 +1.9206e-01 +1.2775e+00 -3.7308e+00
67 0 +6.911545001e-01 -1.788488455e+02 -1.788488455e+02 +4.0001e-01 -1.4614e-01 -3.3193e+00
69 0 +6.422514364e-01 -1.788977486e+02 -1.788977486e+02 +1.1611e+00 +1.0907e+00 -3.1096e+00
70 0 +1.250161714e-01 -1.794149838e+02 -1.794149838e+02 +1.2873e+00 +4.7865e-01 -3.3971e+00
