% f evaluations | g evaluations | best noise-free fitness - Fopt (-8.789000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.835926024e+06 +1.835838134e+06 +1.835838134e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +6.156434860e+05 +6.155555960e+05 +6.155555960e+05 -1.4802e+00 -1.0924e+00 +4.2336e-01
3 0 +9.162097286e+04 +9.153308286e+04 +9.153308286e+04 -2.4738e+00 +1.8407e+00 +1.5388e+00
31 0 +4.953320979e+04 +4.944531979e+04 +4.944531979e+04 -1.0616e+00 -1.1511e+00 +1.4160e+00
32 0 +3.356858997e+04 +3.348069997e+04 +3.348069997e+04 +1.9676e+00 -7.7546e-01 +1.3650e+00
35 0 +2.551581000e+04 +2.542792000e+04 +2.542792000e+04 +1.8054e-01 +4.9020e-01 +1.3795e+00
37 0 +1.003000940e+04 +9.942119404e+03 +9.942119404e+03 +2.9283e+00 +1.1829e+00 +1.1774e+00
42 0 +7.484691153e+03 +7.396801153e+03 +7.396801153e+03 -5.5451e-02 +1.1801e+00 +1.2104e+00
54 0 +4.138484434e+03 +4.050594434e+03 +4.050594434e+03 -1.1138e+00 +2.5895e+00 +1.1947e+00
67 0 +1.762352087e+03 +1.674462087e+03 +1.674462087e+03 -1.4375e+00 +2.9105e+00 +1.2154e+00
