% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.014078356e+02 +1.844678356e+02 +1.844678356e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 0 +1.392535150e+02 +1.223135150e+02 +1.223135150e+02 -1.7998e+00 -5.8659e-01 -9.7733e-01 -1.6609e+00 +4.6308e-01 -1.8856e+00 +1.7438e-01 +3.3965e+00 +4.0543e-01 -1.2556e+00
11 0 +1.052477516e+02 +8.830775159e+01 +8.830775159e+01 -3.6506e-01 +3.0144e+00 +8.2884e-02 -2.0897e+00 +3.5173e+00 -4.4442e+00 +8.5398e-01 +1.1430e+00 +1.5655e+00 +1.4155e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.945093650e+01 +3.826093650e+01 +3.826093650e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.731500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.192829884e+02 +3.924329884e+02 +3.924329884e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +9.286401904e+01 +3.660140190e+02 +3.660140190e+02 +5.2346e-01 +1.9359e+00 -2.1817e+00 +3.0844e+00 +3.9022e+00 -7.1212e-01 +9.4855e-01 -9.3878e-02 +2.5730e+00 -5.8885e-01
10 0 +7.544235223e+01 +3.485923522e+02 +3.485923522e+02 +1.6065e+00 +9.1245e-01 -1.0750e+00 +4.2937e+00 +7.9343e-01 -1.3658e+00 +3.7370e+00 +1.9168e+00 +9.9444e-01 -1.3745e+00
15 0 +6.063308299e+01 +3.337830830e+02 +3.337830830e+02 +4.1659e-01 +2.1302e+00 -2.4123e+00 +3.2831e+00 -2.2099e-01 -1.8923e+00 +1.3477e+00 +2.8204e+00 -6.8528e-01 +1.1436e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.718000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.178170747e+01 +9.896170747e+01 +9.896170747e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +4.063642151e+01 +7.781642151e+01 +7.781642151e+01 -3.6971e-01 +3.2287e+00 +1.5107e+00 +5.3161e-02 +1.9734e+00 +1.9021e+00 -2.2373e-01 -3.7094e+00 +9.6237e-01 +2.7589e+00
12 0 +3.858938524e+01 +7.576938524e+01 +7.576938524e+01 -1.4948e+00 +4.0545e+00 +1.0632e+00 +4.2639e-01 +1.4865e-01 +8.6036e-01 +7.9728e-01 -2.9431e+00 +2.5299e+00 +3.5825e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.479000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.130772869e+01 -1.265922713e+02 -1.265922713e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
